pipe,gen,acc_dp_reps,seed,dp,dpr,eo,eqOdds,accu,precision,recall,f1,roc_auc
"target_enc,most_freq_imp,k_best_sel,max_abs_scale,no_samp",18,"(0, 20)",73564,0.0742639109974766,1.358457158265949,0.0423533519798387,0.0481877448655024,0.0875158543214349,0.0152320226709175,0.2492573588981908,0.1480232914495864,0.1275598314600019
"target_enc,most_freq_imp,max_abs_scale,k_best_sel,no_samp",18,"(0, 20)",73564,0.0742639109974766,1.358457158265949,0.0423533519798387,0.0481877448655024,0.0875158543214349,0.0152320226709175,0.2492573588981908,0.1480232914495864,0.1275598314600019
"onehot_enc,most_freq_imp,no_samp,k_best_sel,max_abs_scale",18,"(0, 20)",73564,0.0742639109974766,1.358457158265949,0.0423533519798387,0.0481877448655024,0.0875158543214349,0.0152320226709175,0.2492573588981908,0.1480232914495864,0.1275598314600019
"woe_enc,most_freq_imp,quant_scale,k_best_sel,no_samp",19,"(0, 20)",73564,0.0677314339859739,1.3912233206633131,0.0556848304987692,0.0583981648833016,0.1242072839282479,0.0141666666666665,0.3610586011342153,0.2246436178928395,0.1828469556454989
"target_enc,most_freq_imp,max_abs_scale,k_best_sel,no_samp",19,"(0, 20)",73564,0.0742639109974766,1.358457158265949,0.0423533519798387,0.0481877448655024,0.0875158543214349,0.0152320226709175,0.2492573588981908,0.1480232914495864,0.1275598314600019
"target_enc,median_imp,quant_scale,k_best_sel,no_samp",19,"(0, 20)",73564,0.1063862096585789,1.9811172668513413,0.1181632700377919,0.1850814182877124,0.2542127196955968,0.2717557251908396,0.6135565757493923,0.4950599858856745,0.3431791058706063
"onehot_enc,most_freq_imp,no_samp,k_best_sel,quant_scale",19,"(0, 20)",73564,0.0715340949489879,1.4163371562732254,0.0607349842586679,0.0667864852641751,0.1248414567856494,0.0182345627849149,0.3602484472049691,0.2253106605624588,0.1831235419392261
"onehot_enc,most_freq_imp,quant_scale,k_best_sel,over_samp",19,"(0, 20)",73564,0.121165765310554,1.3681613036740183,0.0511423155080169,0.1361081542434627,0.1971157123381048,0.1307881602823297,0.286931237218814,0.2165674188778328,0.1971157123381049
"woe_enc,most_freq_imp,max_abs_scale,k_best_sel,no_samp",19,"(0, 20)",73564,0.0742639109974766,1.358457158265949,0.0423533519798387,0.0481877448655024,0.0875158543214349,0.0152320226709175,0.2492573588981908,0.1480232914495864,0.1275598314600019
"woe_enc,most_freq_imp,min_max_scale,k_best_sel,no_samp",19,"(0, 20)",73564,0.0742639109974766,1.358457158265949,0.0423533519798387,0.0481877448655024,0.0875158543214349,0.0152320226709175,0.2492573588981908,0.1480232914495864,0.1275598314600019
"target_enc,most_freq_imp,quant_scale,k_best_sel,no_samp",19,"(0, 20)",73564,0.0677314339859739,1.3912233206633131,0.0556848304987692,0.0583981648833016,0.1242072839282479,0.0141666666666665,0.3610586011342153,0.2246436178928395,0.1828469556454989
"target_enc,most_freq_imp,max_abs_scale,no_samp,k_best_sel",19,"(0, 20)",73564,0.0742639109974766,1.358457158265949,0.0423533519798387,0.0481877448655024,0.0875158543214349,0.0152320226709175,0.2492573588981908,0.1480232914495864,0.1275598314600019
"onehot_enc,most_freq_imp,quant_scale,k_best_sel,no_samp",19,"(0, 20)",73564,0.0677314339859739,1.3912233206633131,0.0556848304987692,0.0583981648833016,0.1242072839282479,0.0141666666666665,0.3610586011342153,0.2246436178928395,0.1828469556454989
"target_enc,most_freq_imp,max_abs_scale,no_samp,k_best_sel",20,"(0, 20)",73564,0.0742639109974766,1.358457158265949,0.0423533519798387,0.0481877448655024,0.0875158543214349,0.0152320226709175,0.2492573588981908,0.1480232914495864,0.1275598314600019
"target_enc,most_freq_imp,quant_scale,k_best_sel,no_samp",20,"(0, 20)",73564,0.0677314339859739,1.3912233206633131,0.0556848304987692,0.0583981648833016,0.1242072839282479,0.0141666666666665,0.3610586011342153,0.2246436178928395,0.1828469556454989
"woe_enc,most_freq_imp,quant_scale,k_best_sel,no_samp",20,"(0, 20)",73564,0.0677314339859739,1.3912233206633131,0.0556848304987692,0.0583981648833016,0.1242072839282479,0.0141666666666665,0.3610586011342153,0.2246436178928395,0.1828469556454989
"target_enc,median_imp,quant_scale,k_best_sel,no_samp",20,"(0, 20)",73564,0.1063862096585789,1.9811172668513413,0.1181632700377919,0.1850814182877124,0.2542127196955968,0.2717557251908396,0.6135565757493923,0.4950599858856745,0.3431791058706063
"onehot_enc,most_freq_imp,max_abs_scale,k_best_sel,no_samp",20,"(0, 20)",73564,0.0742639109974766,1.358457158265949,0.0423533519798387,0.0481877448655024,0.0875158543214349,0.0152320226709175,0.2492573588981908,0.1480232914495864,0.1275598314600019
"woe_enc,most_freq_imp,min_max_scale,k_best_sel,no_samp",20,"(0, 20)",73564,0.0742639109974766,1.358457158265949,0.0423533519798387,0.0481877448655024,0.0875158543214349,0.0152320226709175,0.2492573588981908,0.1480232914495864,0.1275598314600019
"onehot_enc,most_freq_imp,no_samp,k_best_sel,quant_scale",20,"(0, 20)",73564,0.0715340949489879,1.4163371562732254,0.0607349842586679,0.0667864852641751,0.1248414567856494,0.0182345627849149,0.3602484472049691,0.2253106605624588,0.1831235419392261
"onehot_enc,most_freq_imp,quant_scale,k_best_sel,no_samp",20,"(0, 20)",73564,0.0677314339859739,1.3912233206633131,0.0556848304987692,0.0583981648833016,0.1242072839282479,0.0141666666666665,0.3610586011342153,0.2246436178928395,0.1828469556454989
"woe_enc,most_freq_imp,max_abs_scale,k_best_sel,no_samp",20,"(0, 20)",73564,0.0742639109974766,1.358457158265949,0.0423533519798387,0.0481877448655024,0.0875158543214349,0.0152320226709175,0.2492573588981908,0.1480232914495864,0.1275598314600019
"target_enc,most_freq_imp,max_abs_scale,k_best_sel,no_samp",20,"(0, 20)",73564,0.0742639109974766,1.358457158265949,0.0423533519798387,0.0481877448655024,0.0875158543214349,0.0152320226709175,0.2492573588981908,0.1480232914495864,0.1275598314600019
"loo_enc,most_freq_imp,max_abs_scale,over_samp,no_sel",0,"(4, 16)",73564,0.1040531400862237,1.297730758226705,0.0290982259762258,0.0772444451325925,0.1293882072256305,0.0579142791141676,0.2102270790729379,0.140770622150825,0.1293882072256305
"ordinal_enc,mean_imp,norm_scale,over_samp,no_sel",0,"(4, 16)",73564,0.5178202721019999,-1.0,0.4215378400531536,0.8712094640218901,0.4424196915473757,0.4434202640334421,0.4336166496250853,0.4385627407079391,0.4424196915473757
"ordinal_enc,most_freq_imp,k_best_sel,max_abs_scale,over_samp",0,"(4, 16)",73564,0.1036539044150151,1.2979487044446978,0.0312087976011005,0.0765853779099429,0.1285052402862984,0.0548318960086033,0.2112538343558282,0.1401016625768469,0.1285052402862985
"target_enc,mean_imp,under_samp,quant_scale,k_best_sel",0,"(4, 16)",73564,0.1541081253939227,1.427441738247817,0.0991817925815151,0.2284839831201787,0.273412182689711,0.2557484550908718,0.3095631920064813,0.283669826046323,0.273412182689711
"onehot_enc,median_imp,norm_scale,under_samp,k_best_sel",0,"(4, 16)",73564,0.5141286848231321,-1.0,0.4336804227237948,0.8891306274301706,0.4477682790980287,0.4478128181453163,0.4472556035646773,0.4475361836856017,0.4477682790980287
"target_enc,most_freq_imp,max_abs_scale,k_best_sel,under_samp",0,"(4, 16)",73564,0.1107468807277887,1.3163416754562187,0.0369321969170033,0.0922187258449663,0.1328272684310018,0.0671843427221227,0.208648393194707,0.1437226069034864,0.1328272684310018
"count_enc,median_imp,min_max_scale,k_best_sel,no_samp",0,"(4, 16)",73564,0.1227263625137667,2.455184012663238,0.1741087581666284,0.2483122402658289,0.2839282478709911,0.3434232250963127,0.6778287874696194,0.5677536231884059,0.3814501810558727
"woe_enc,most_freq_imp,over_samp,k_best_sel,quant_scale",0,"(4, 16)",73564,0.1210778473821747,1.36280369071026,0.047899128396501,0.1249986264165132,0.1694305981595091,0.1015568492168389,0.2545990967961826,0.185207248200265,0.169430598159509
"count_enc,median_imp,min_max_scale,k_best_sel,over_samp",0,"(4, 16)",73564,0.1964299698792134,1.575598618161774,0.1829172055093605,0.3374070716855543,0.3307036042944787,0.3209389794320597,0.35796693933197,0.339974855871627,0.3307036042944786
"onehot_enc,most_freq_imp,quant_scale,no_samp,no_sel",0,"(4, 16)",73564,0.0756509840397358,1.424134298184598,0.0575969052702723,0.0717481541312305,0.1306396086247509,0.0504970178926441,0.3551174723197406,0.2319073657124479,0.1862158595409203
"ordinal_enc,most_freq_imp,k_best_sel,max_abs_scale,under_samp",1,"(4, 16)",73564,0.1094045447101345,1.3117460629510005,0.0363415566512308,0.0909439111290354,0.1328968910342964,0.0673828102167485,0.2086061976775587,0.1437810162277591,0.1328968910342964
"target_enc,most_freq_imp,max_abs_scale,k_best_sel,over_samp",1,"(4, 16)",73564,0.1040908106355842,1.2988574098057966,0.0310213995424566,0.0757488544672628,0.1269054618268574,0.0537103886833861,0.2089084867075663,0.1382435019746829,0.1269054618268574
"woe_enc,most_freq_imp,over_samp,k_best_sel,quant_scale",1,"(4, 16)",73564,0.1210778473821747,1.36280369071026,0.047899128396501,0.1249986264165132,0.1694305981595091,0.1015568492168389,0.2545990967961826,0.185207248200265,0.169430598159509
"ordinal_enc,most_freq_imp,k_best_sel,max_abs_scale,over_samp",1,"(4, 16)",73564,0.1036539044150151,1.2979487044446978,0.0312087976011005,0.0765853779099429,0.1285052402862984,0.0548318960086033,0.2112538343558282,0.1401016625768469,0.1285052402862985
"target_enc,most_freq_imp,max_abs_scale,k_best_sel,under_samp",1,"(4, 16)",73564,0.1107468807277887,1.3163416754562187,0.0369321969170033,0.0922187258449663,0.1328272684310018,0.0671843427221227,0.208648393194707,0.1437226069034864,0.1328272684310018
"ordinal_enc,mean_imp,norm_scale,over_samp,no_sel",1,"(4, 16)",73564,0.5178202721019999,-1.0,0.4215378400531536,0.8712094640218901,0.4424196915473757,0.4434202640334421,0.4336166496250853,0.4385627407079391,0.4424196915473757
"target_enc,mean_imp,under_samp,quant_scale,k_best_sel",1,"(4, 16)",73564,0.1541081253939227,1.427441738247817,0.0991817925815151,0.2284839831201787,0.273412182689711,0.2557484550908718,0.3095631920064813,0.283669826046323,0.273412182689711
"count_enc,median_imp,min_max_scale,k_best_sel,no_samp",1,"(4, 16)",73564,0.1227263625137667,2.455184012663238,0.1741087581666284,0.2483122402658289,0.2839282478709911,0.3434232250963127,0.6778287874696194,0.5677536231884059,0.3814501810558727
"onehot_enc,most_freq_imp,quant_scale,no_samp,no_sel",1,"(4, 16)",73564,0.0756509840397358,1.424134298184598,0.0575969052702723,0.0717481541312305,0.1306396086247509,0.0504970178926441,0.3551174723197406,0.2319073657124479,0.1862158595409203
"onehot_enc,median_imp,norm_scale,under_samp,k_best_sel",1,"(4, 16)",73564,0.5141286848231321,-1.0,0.4336804227237948,0.8891306274301706,0.4477682790980287,0.4478128181453163,0.4472556035646773,0.4475361836856017,0.4477682790980287
"target_enc,most_freq_imp,max_abs_scale,k_best_sel,over_samp",2,"(4, 16)",73564,0.1040908106355842,1.2988574098057966,0.0310213995424566,0.0757488544672628,0.1269054618268574,0.0537103886833861,0.2089084867075663,0.1382435019746829,0.1269054618268574
"target_enc,most_freq_imp,max_abs_scale,k_best_sel,under_samp",2,"(4, 16)",73564,0.1107468807277887,1.3163416754562187,0.0369321969170033,0.0922187258449663,0.1328272684310018,0.0671843427221227,0.208648393194707,0.1437226069034864,0.1328272684310018
"target_enc,most_freq_imp,max_abs_scale,k_best_sel,no_samp",2,"(4, 16)",73564,0.0742639109974766,1.358457158265949,0.0423533519798387,0.0481877448655024,0.0875158543214349,0.0152320226709175,0.2492573588981908,0.1480232914495864,0.1275598314600019
"onehot_enc,most_freq_imp,quant_scale,under_samp,no_sel",2,"(4, 16)",73564,0.1254464301893861,1.367341016847854,0.0542568122274423,0.1452148837095954,0.2054288752362948,0.1538113726548138,0.279967256278693,0.2219743568650773,0.2054288752362948
"ordinal_enc,most_freq_imp,under_samp,max_abs_scale,k_best_sel",2,"(4, 16)",73564,0.1103824107128217,1.3151881794287812,0.0364384305249054,0.0919014239123141,0.1329285376721576,0.0672533160847739,0.2087960775047258,0.1438387827733015,0.1329285376721575
"target_enc,mean_imp,k_best_sel,quant_scale,under_samp",2,"(4, 16)",73564,0.1911881293941813,1.4949557417133272,0.1866374937382448,0.330669611184081,0.3399671718876587,0.3444493879225767,0.3255215365919524,0.3351240096033049,0.3399671718876587
"ordinal_enc,most_freq_imp,k_best_sel,max_abs_scale,under_samp",2,"(4, 16)",73564,0.1094045447101345,1.3117460629510005,0.0363415566512308,0.0909439111290354,0.1328968910342964,0.0673828102167485,0.2086061976775587,0.1437810162277591,0.1328968910342964
"ordinal_enc,most_freq_imp,k_best_sel,max_abs_scale,over_samp",2,"(4, 16)",73564,0.1036539044150151,1.2979487044446978,0.0312087976011005,0.0765853779099429,0.1285052402862984,0.0548318960086033,0.2112538343558282,0.1401016625768469,0.1285052402862985
"onehot_enc,most_freq_imp,quant_scale,no_samp,no_sel",2,"(4, 16)",73564,0.0756509840397358,1.424134298184598,0.0575969052702723,0.0717481541312305,0.1306396086247509,0.0504970178926441,0.3551174723197406,0.2319073657124479,0.1862158595409203
"target_enc,mean_imp,under_samp,quant_scale,k_best_sel",2,"(4, 16)",73564,0.1541081253939227,1.427441738247817,0.0991817925815151,0.2284839831201787,0.273412182689711,0.2557484550908718,0.3095631920064813,0.283669826046323,0.273412182689711
"target_enc,most_freq_imp,max_abs_scale,k_best_sel,over_samp",3,"(4, 16)",73564,0.1040908106355842,1.2988574098057966,0.0310213995424566,0.0757488544672628,0.1269054618268574,0.0537103886833861,0.2089084867075663,0.1382435019746829,0.1269054618268574
"ordinal_enc,most_freq_imp,k_best_sel,max_abs_scale,no_samp",3,"(4, 16)",73564,0.0742639109974766,1.358457158265949,0.0423533519798387,0.0481877448655024,0.0875158543214349,0.0152320226709175,0.2492573588981908,0.1480232914495864,0.1275598314600019
"ordinal_enc,most_freq_imp,max_abs_scale,k_best_sel,no_samp",3,"(4, 16)",73564,0.0742639109974766,1.358457158265949,0.0423533519798387,0.0481877448655024,0.0875158543214349,0.0152320226709175,0.2492573588981908,0.1480232914495864,0.1275598314600019
"target_enc,most_freq_imp,under_samp,max_abs_scale,k_best_sel",3,"(4, 16)",73564,0.1094987336479861,1.3122358648724295,0.0364001508266218,0.0903038576125924,0.1326859134485551,0.0668533713745044,0.2086652714015663,0.1435937008776011,0.1326859134485551
"ordinal_enc,most_freq_imp,under_samp,max_abs_scale,k_best_sel",3,"(4, 16)",73564,0.1103824107128217,1.3151881794287812,0.0364384305249054,0.0919014239123141,0.1329285376721576,0.0672533160847739,0.2087960775047258,0.1438387827733015,0.1329285376721575
"target_enc,most_freq_imp,max_abs_scale,k_best_sel,no_samp",3,"(4, 16)",73564,0.0742639109974766,1.358457158265949,0.0423533519798387,0.0481877448655024,0.0875158543214349,0.0152320226709175,0.2492573588981908,0.1480232914495864,0.1275598314600019
"ordinal_enc,most_freq_imp,k_best_sel,max_abs_scale,under_samp",3,"(4, 16)",73564,0.1094045447101345,1.3117460629510005,0.0363415566512308,0.0909439111290354,0.1328968910342964,0.0673828102167485,0.2086061976775587,0.1437810162277591,0.1328968910342964
"onehot_enc,most_freq_imp,quant_scale,under_samp,no_sel",3,"(4, 16)",73564,0.1254464301893861,1.367341016847854,0.0542568122274423,0.1452148837095954,0.2054288752362948,0.1538113726548138,0.279967256278693,0.2219743568650773,0.2054288752362948
"target_enc,mean_imp,under_samp,quant_scale,k_best_sel",3,"(4, 16)",73564,0.1541081253939227,1.427441738247817,0.0991817925815151,0.2284839831201787,0.273412182689711,0.2557484550908718,0.3095631920064813,0.283669826046323,0.273412182689711
"target_enc,most_freq_imp,max_abs_scale,no_sel,under_samp",3,"(4, 16)",73564,0.1105750167956025,1.3157277473934426,0.0339879260540298,0.0929303686040178,0.136420216716176,0.0715565816373947,0.2121042060491494,0.1475880852534044,0.136420216716176
"target_enc,most_freq_imp,max_abs_scale,k_best_sel,under_samp",4,"(4, 16)",73564,0.1107468807277887,1.3163416754562187,0.0369321969170033,0.0922187258449663,0.1328272684310018,0.0671843427221227,0.208648393194707,0.1437226069034864,0.1328272684310018
"target_enc,most_freq_imp,max_abs_scale,no_sel,no_samp",4,"(4, 16)",73564,0.0767596702599871,1.3747678018575864,0.0493169856736663,0.0559520293904429,0.0884218155462945,0.0156305506216696,0.2516878206859303,0.1497391837987114,0.1288432286797068
"target_enc,most_freq_imp,k_best_sel,max_abs_scale,no_samp",4,"(4, 16)",73564,0.0742639109974766,1.358457158265949,0.0423533519798387,0.0481877448655024,0.0875158543214349,0.0152320226709175,0.2492573588981908,0.1480232914495864,0.1275598314600019
"ordinal_enc,most_freq_imp,max_abs_scale,k_best_sel,no_samp",4,"(4, 16)",73564,0.0742639109974766,1.358457158265949,0.0423533519798387,0.0481877448655024,0.0875158543214349,0.0152320226709175,0.2492573588981908,0.1480232914495864,0.1275598314600019
"ordinal_enc,most_freq_imp,k_best_sel,max_abs_scale,no_samp",4,"(4, 16)",73564,0.0742639109974766,1.358457158265949,0.0423533519798387,0.0481877448655024,0.0875158543214349,0.0152320226709175,0.2492573588981908,0.1480232914495864,0.1275598314600019
"ordinal_enc,most_freq_imp,max_abs_scale,k_best_sel,under_samp",4,"(4, 16)",73564,0.111871812251898,1.320307369796043,0.0373973001911723,0.0932974182462684,0.1328378173102889,0.0671499283085906,0.2087074669187145,0.1437420871677472,0.1328378173102888
"ordinal_enc,most_freq_imp,k_best_sel,max_abs_scale,under_samp",4,"(4, 16)",73564,0.1094045447101345,1.3117460629510005,0.0363415566512308,0.0909439111290354,0.1328968910342964,0.0673828102167485,0.2086061976775587,0.1437810162277591,0.1328968910342964
"target_enc,most_freq_imp,under_samp,max_abs_scale,k_best_sel",4,"(4, 16)",73564,0.1094987336479861,1.3122358648724295,0.0364001508266218,0.0903038576125924,0.1326859134485551,0.0668533713745044,0.2086652714015663,0.1435937008776011,0.1326859134485551
"onehot_enc,most_freq_imp,quant_scale,under_samp,no_sel",4,"(4, 16)",73564,0.1254464301893861,1.367341016847854,0.0542568122274423,0.1452148837095954,0.2054288752362948,0.1538113726548138,0.279967256278693,0.2219743568650773,0.2054288752362948
"target_enc,most_freq_imp,max_abs_scale,k_best_sel,over_samp",4,"(4, 16)",73564,0.1040908106355842,1.2988574098057966,0.0310213995424566,0.0757488544672628,0.1269054618268574,0.0537103886833861,0.2089084867075663,0.1382435019746829,0.1269054618268574
"target_enc,most_freq_imp,under_samp,max_abs_scale,k_best_sel",5,"(4, 16)",73564,0.1094987336479861,1.3122358648724295,0.0364001508266218,0.0903038576125924,0.1326859134485551,0.0668533713745044,0.2086652714015663,0.1435937008776011,0.1326859134485551
"ordinal_enc,most_freq_imp,max_abs_scale,k_best_sel,no_samp",5,"(4, 16)",73564,0.0742639109974766,1.358457158265949,0.0423533519798387,0.0481877448655024,0.0875158543214349,0.0152320226709175,0.2492573588981908,0.1480232914495864,0.1275598314600019
"target_enc,most_freq_imp,max_abs_scale,no_sel,no_samp",5,"(4, 16)",73564,0.0767596702599871,1.3747678018575864,0.0493169856736663,0.0559520293904429,0.0884218155462945,0.0156305506216696,0.2516878206859303,0.1497391837987114,0.1288432286797068
"target_enc,most_freq_imp,k_best_sel,max_abs_scale,no_samp",5,"(4, 16)",73564,0.0742639109974766,1.358457158265949,0.0423533519798387,0.0481877448655024,0.0875158543214349,0.0152320226709175,0.2492573588981908,0.1480232914495864,0.1275598314600019
"ordinal_enc,most_freq_imp,k_best_sel,max_abs_scale,under_samp",5,"(4, 16)",73564,0.1094045447101345,1.3117460629510005,0.0363415566512308,0.0909439111290354,0.1328968910342964,0.0673828102167485,0.2086061976775587,0.1437810162277591,0.1328968910342964
"ordinal_enc,most_freq_imp,k_best_sel,max_abs_scale,no_samp",5,"(4, 16)",73564,0.0742639109974766,1.358457158265949,0.0423533519798387,0.0481877448655024,0.0875158543214349,0.0152320226709175,0.2492573588981908,0.1480232914495864,0.1275598314600019
"target_enc,most_freq_imp,max_abs_scale,under_samp,k_best_sel",5,"(4, 16)",73564,0.1098456976198907,1.3134360536817944,0.035765286366833,0.0908203529685466,0.1328504759654333,0.0671685576204611,0.2087116864704294,0.1437536357581936,0.1328504759654333
"target_enc,most_freq_imp,max_abs_scale,k_best_sel,over_samp",5,"(4, 16)",73564,0.1040908106355842,1.2988574098057966,0.0310213995424566,0.0757488544672628,0.1269054618268574,0.0537103886833861,0.2089084867075663,0.1382435019746829,0.1269054618268574
"target_enc,most_freq_imp,no_samp,max_abs_scale,k_best_sel",5,"(4, 16)",73564,0.0742639109974766,1.358457158265949,0.0423533519798387,0.0481877448655024,0.0875158543214349,0.0152320226709175,0.2492573588981908,0.1480232914495864,0.1275598314600019
"onehot_enc,most_freq_imp,quant_scale,under_samp,no_sel",5,"(4, 16)",73564,0.1254464301893861,1.367341016847854,0.0542568122274423,0.1452148837095954,0.2054288752362948,0.1538113726548138,0.279967256278693,0.2219743568650773,0.2054288752362948
"ordinal_enc,most_freq_imp,k_best_sel,max_abs_scale,no_samp",6,"(4, 16)",73564,0.0742639109974766,1.358457158265949,0.0423533519798387,0.0481877448655024,0.0875158543214349,0.0152320226709175,0.2492573588981908,0.1480232914495864,0.1275598314600019
"ordinal_enc,most_freq_imp,k_best_sel,max_abs_scale,under_samp",6,"(4, 16)",73564,0.1094045447101345,1.3117460629510005,0.0363415566512308,0.0909439111290354,0.1328968910342964,0.0673828102167485,0.2086061976775587,0.1437810162277591,0.1328968910342964
"target_enc,most_freq_imp,k_best_sel,max_abs_scale,no_samp",6,"(4, 16)",73564,0.0742639109974766,1.358457158265949,0.0423533519798387,0.0481877448655024,0.0875158543214349,0.0152320226709175,0.2492573588981908,0.1480232914495864,0.1275598314600019
"target_enc,most_freq_imp,no_samp,max_abs_scale,k_best_sel",6,"(4, 16)",73564,0.0742639109974766,1.358457158265949,0.0423533519798387,0.0481877448655024,0.0875158543214349,0.0152320226709175,0.2492573588981908,0.1480232914495864,0.1275598314600019
"target_enc,most_freq_imp,no_scale,under_samp,k_best_sel",6,"(4, 16)",73564,0.076446626334245,1.2376069074389826,0.005598007927575,0.0280236376538944,0.1472707939508506,0.0270758970220905,0.2743425938428301,0.1687094354375162,0.1472707939508506
"ordinal_enc,most_freq_imp,max_abs_scale,k_best_sel,no_samp",6,"(4, 16)",73564,0.0742639109974766,1.358457158265949,0.0423533519798387,0.0481877448655024,0.0875158543214349,0.0152320226709175,0.2492573588981908,0.1480232914495864,0.1275598314600019
"target_enc,most_freq_imp,max_abs_scale,k_best_sel,over_samp",6,"(4, 16)",73564,0.1040908106355842,1.2988574098057966,0.0310213995424566,0.0757488544672628,0.1269054618268574,0.0537103886833861,0.2089084867075663,0.1382435019746829,0.1269054618268574
"target_enc,most_freq_imp,max_abs_scale,under_samp,k_best_sel",6,"(4, 16)",73564,0.1098456976198907,1.3134360536817944,0.035765286366833,0.0908203529685466,0.1328504759654333,0.0671685576204611,0.2087116864704294,0.1437536357581936,0.1328504759654333
"target_enc,most_freq_imp,under_samp,max_abs_scale,k_best_sel",6,"(4, 16)",73564,0.1094987336479861,1.3122358648724295,0.0364001508266218,0.0903038576125924,0.1326859134485551,0.0668533713745044,0.2086652714015663,0.1435937008776011,0.1326859134485551
"onehot_enc,most_freq_imp,quant_scale,under_samp,no_sel",6,"(4, 16)",73564,0.1254464301893861,1.367341016847854,0.0542568122274423,0.1452148837095954,0.2054288752362948,0.1538113726548138,0.279967256278693,0.2219743568650773,0.2054288752362948
"target_enc,most_freq_imp,no_scale,under_samp,k_best_sel",7,"(4, 16)",73564,0.076446626334245,1.2376069074389826,0.005598007927575,0.0280236376538944,0.1472707939508506,0.0270758970220905,0.2743425938428301,0.1687094354375162,0.1472707939508506
"ordinal_enc,most_freq_imp,k_best_sel,max_abs_scale,under_samp",7,"(4, 16)",73564,0.1094045447101345,1.3117460629510005,0.0363415566512308,0.0909439111290354,0.1328968910342964,0.0673828102167485,0.2086061976775587,0.1437810162277591,0.1328968910342964
"ordinal_enc,most_freq_imp,max_abs_scale,k_best_sel,no_samp",7,"(4, 16)",73564,0.0742639109974766,1.358457158265949,0.0423533519798387,0.0481877448655024,0.0875158543214349,0.0152320226709175,0.2492573588981908,0.1480232914495864,0.1275598314600019
"target_enc,most_freq_imp,max_abs_scale,k_best_sel,over_samp",7,"(4, 16)",73564,0.1040908106355842,1.2988574098057966,0.0310213995424566,0.0757488544672628,0.1269054618268574,0.0537103886833861,0.2089084867075663,0.1382435019746829,0.1269054618268574
"target_enc,most_freq_imp,no_samp,max_abs_scale,k_best_sel",7,"(4, 16)",73564,0.0742639109974766,1.358457158265949,0.0423533519798387,0.0481877448655024,0.0875158543214349,0.0152320226709175,0.2492573588981908,0.1480232914495864,0.1275598314600019
"target_enc,most_freq_imp,k_best_sel,max_abs_scale,no_samp",7,"(4, 16)",73564,0.0742639109974766,1.358457158265949,0.0423533519798387,0.0481877448655024,0.0875158543214349,0.0152320226709175,0.2492573588981908,0.1480232914495864,0.1275598314600019
"ordinal_enc,most_freq_imp,k_best_sel,max_abs_scale,no_samp",7,"(4, 16)",73564,0.0742639109974766,1.358457158265949,0.0423533519798387,0.0481877448655024,0.0875158543214349,0.0152320226709175,0.2492573588981908,0.1480232914495864,0.1275598314600019
"target_enc,most_freq_imp,under_samp,max_abs_scale,k_best_sel",7,"(4, 16)",73564,0.1094987336479861,1.3122358648724295,0.0364001508266218,0.0903038576125924,0.1326859134485551,0.0668533713745044,0.2086652714015663,0.1435937008776011,0.1326859134485551
"onehot_enc,most_freq_imp,quant_scale,under_samp,no_sel",7,"(4, 16)",73564,0.1254464301893861,1.367341016847854,0.0542568122274423,0.1452148837095954,0.2054288752362948,0.1538113726548138,0.279967256278693,0.2219743568650773,0.2054288752362948
"target_enc,most_freq_imp,max_abs_scale,under_samp,k_best_sel",7,"(4, 16)",73564,0.1098456976198907,1.3134360536817944,0.035765286366833,0.0908203529685466,0.1328504759654333,0.0671685576204611,0.2087116864704294,0.1437536357581936,0.1328504759654333
"target_enc,most_freq_imp,max_abs_scale,under_samp,k_best_sel",8,"(4, 16)",73564,0.1098456976198907,1.3134360536817944,0.035765286366833,0.0908203529685466,0.1328504759654333,0.0671685576204611,0.2087116864704294,0.1437536357581936,0.1328504759654333
"target_enc,most_freq_imp,no_samp,max_abs_scale,k_best_sel",8,"(4, 16)",73564,0.0742639109974766,1.358457158265949,0.0423533519798387,0.0481877448655024,0.0875158543214349,0.0152320226709175,0.2492573588981908,0.1480232914495864,0.1275598314600019
"ordinal_enc,most_freq_imp,k_best_sel,max_abs_scale,under_samp",8,"(4, 16)",73564,0.1094045447101345,1.3117460629510005,0.0363415566512308,0.0909439111290354,0.1328968910342964,0.0673828102167485,0.2086061976775587,0.1437810162277591,0.1328968910342964
"target_enc,most_freq_imp,k_best_sel,max_abs_scale,no_samp",8,"(4, 16)",73564,0.0742639109974766,1.358457158265949,0.0423533519798387,0.0481877448655024,0.0875158543214349,0.0152320226709175,0.2492573588981908,0.1480232914495864,0.1275598314600019
"target_enc,most_freq_imp,no_scale,under_samp,k_best_sel",8,"(4, 16)",73564,0.076446626334245,1.2376069074389826,0.005598007927575,0.0280236376538944,0.1472707939508506,0.0270758970220905,0.2743425938428301,0.1687094354375162,0.1472707939508506
"ordinal_enc,most_freq_imp,k_best_sel,max_abs_scale,no_samp",8,"(4, 16)",73564,0.0742639109974766,1.358457158265949,0.0423533519798387,0.0481877448655024,0.0875158543214349,0.0152320226709175,0.2492573588981908,0.1480232914495864,0.1275598314600019
